Id	Source	Target	Developer Note	Max Length	Comment	Xliff Generator Note	NAB AL Tool Refresh Xlf	State	State Qualifier
PageExtension 1328109492 - Control 2107171397 - Property 2879900210	Responsible Name					PageExtension NewFieldCreateInteraction - Control Responsible Name - Property Caption	New translation.		
PageExtension 1328109492 - Control 513339096 - Property 2879900210	Status					PageExtension NewFieldCreateInteraction - Control Status - Property Caption	New translation.		
PageExtension 1328109492 - Control 1007358516 - Property 2879900210	Description Incident					PageExtension NewFieldCreateInteraction - Control Description Incident - Property Caption	New translation.		
PageExtension 1328109492 - Control 4286075827 - Property 2879900210	Proposed solution					PageExtension NewFieldCreateInteraction - Control Proposed solution - Property Caption	New translation.		
PageExtension 1047485046 - Property 2879900210	Movs. log. incident					PageExtension NewFieldInteractionLogEntries - Property Caption	New translation.		
PageExtension 1047485046 - Action 3330540702 - Property 1295455071	Open an Incidencia with a specified contact.					PageExtension NewFieldInteractionLogEntries - Action Open Incident - Property ToolTip	New translation.		
PageExtension 1047485046 - Action 3330540702 - Property 2879900210	Open Incident		Open Incident			PageExtension NewFieldInteractionLogEntries - Action Open Incident - Property Caption	New translation.		
PageExtension 1047485046 - Control 3337557211 - Property 2879900210	Incident No.					PageExtension NewFieldInteractionLogEntries - Control Incident No. - Property Caption	New translation.		
PageExtension 1047485046 - Control 1007358516 - Property 2879900210	Description Incident					PageExtension NewFieldInteractionLogEntries - Control Description Incident - Property Caption	New translation.		
PageExtension 1047485046 - Control 513339096 - Property 2879900210	Status					PageExtension NewFieldInteractionLogEntries - Control Status - Property Caption	New translation.		
PageExtension 1047485046 - Change 1876160316 - Property 2879900210	Create Incident					PageExtension NewFieldInteractionLogEntries - Change Create &Interaction - Property Caption	New translation.		
PageExtension 1947243459 - Action 1483341903 - Property 2879900210	Quality					PageExtension NewFieldPostSalesShipm - Action Quality - Property Caption	New translation.		
PageExtension 1947243459 - Action 2260077251 - Property 1295455071	Document Quality					PageExtension NewFieldPostSalesShipm - Action Documents Quality - Property ToolTip	New translation.		
PageExtension 1947243459 - Action 2260077251 - Property 2879900210	Documents Quality					PageExtension NewFieldPostSalesShipm - Action Documents Quality - Property Caption	New translation.		
PageExtension 1947243459 - Action 2997608588 - Property 1295455071	Print the certificate of quality that you must send to your customer.					PageExtension NewFieldPostSalesShipm - Action PrintCertificateofQuality - Property ToolTip	New translation.		
PageExtension 1947243459 - Action 2997608588 - Property 2879900210	Print Certificate of Quality					PageExtension NewFieldPostSalesShipm - Action PrintCertificateofQuality - Property Caption	New translation.		
PageExtension 1947243459 - Action 882149755 - Property 1295455071	Quality Compos. Value Entry					PageExtension NewFieldPostSalesShipm - Action Quality Compos. Value Entry - Property ToolTip	New translation.		
PageExtension 1947243459 - Action 882149755 - Property 2879900210	Quality Compos. Value Entry					PageExtension NewFieldPostSalesShipm - Action Quality Compos. Value Entry - Property Caption	New translation.		
PageExtension 4075706103 - Action 1483341903 - Property 2879900210	Quality					PageExtension NewFieldPurchaseOrderLine - Action Quality - Property Caption	New translation.		
PageExtension 4075706103 - Action 2260077251 - Property 1295455071	Document Quality					PageExtension NewFieldPurchaseOrderLine - Action Documents Quality - Property ToolTip	New translation.		
PageExtension 4075706103 - Action 2260077251 - Property 2879900210	Documents Quality					PageExtension NewFieldPurchaseOrderLine - Action Documents Quality - Property Caption	New translation.		
PageExtension 4075706103 - Action 882149755 - Property 1295455071	Quality Compos. Value Entry					PageExtension NewFieldPurchaseOrderLine - Action Quality Compos. Value Entry - Property ToolTip	New translation.		
PageExtension 4075706103 - Action 882149755 - Property 2879900210	Quality Compos. Value Entry					PageExtension NewFieldPurchaseOrderLine - Action Quality Compos. Value Entry - Property Caption	New translation.		
PageExtension 1549578484 - Change 1244613281 - Property 2879900210	Open log incidents					PageExtension NewFieldSalesOrder - Change PageInteractionLogEntries - Property Caption	New translation.		
PageExtension 3637472826 - Control 1313362814 - Property 2879900210	Incident Nos.					PageExtension NewFieldSalesReceivablesSetup - Control Incident Nos. - Property Caption	New translation.		
TableExtension 28769592 - Field 2070365044 - Property 2879900210	Departament Code					TableExtension NewFieldInteractionLogEntry - Field Departament Code - Property Caption	New translation.		
TableExtension 28769592 - Field 1007358516 - Property 2879900210	Description Incident					TableExtension NewFieldInteractionLogEntry - Field Description Incident - Property Caption	New translation.		
TableExtension 28769592 - Field 3337557211 - Property 2879900210	Incident No.					TableExtension NewFieldInteractionLogEntry - Field Incident No. - Property Caption	New translation.		
TableExtension 28769592 - Field 4286075827 - Property 2879900210	Proposed solution					TableExtension NewFieldInteractionLogEntry - Field Proposed solution - Property Caption	New translation.		
TableExtension 28769592 - Field 3081911211 - Property 2879900210	Responsible Code					TableExtension NewFieldInteractionLogEntry - Field Responsible Code - Property Caption	New translation.		
TableExtension 28769592 - Field 2107171397 - Property 2879900210	Responsible Name					TableExtension NewFieldInteractionLogEntry - Field Responsible Name - Property Caption	New translation.		
TableExtension 28769592 - Field 513339096 - Property 2879900210	Status					TableExtension NewFieldInteractionLogEntry - Field Status - Property Caption	New translation.		
TableExtension 28769592 - Field 513339096 - Property 62802879	Open,Resolved,Unresolved,Cancelled					TableExtension NewFieldInteractionLogEntry - Field Status - Property OptionCaption	New translation.		
TableExtension 1800327958 - Field 711246786 - Property 2879900210	Cast No. Vendor					TableExtension NewFieldPurchaseHeader - Field Cast No. Vendor - Property Caption	New translation.		
TableExtension 1800327958 - Field 1608463932 - Property 2879900210	Composition Quality Code					TableExtension NewFieldPurchaseHeader - Field Composition Quality Code - Property Caption	New translation.		
TableExtension 633613053 - Field 711246786 - Property 2879900210	Cast No. Vendor					TableExtension NewFieldPurchaseLine - Field Cast No. Vendor - Property Caption	New translation.		
TableExtension 633613053 - Field 1608463932 - Property 2879900210	Composition Quality Code					TableExtension NewFieldPurchaseLine - Field Composition Quality Code - Property Caption	New translation.		
TableExtension 2965970453 - Field 2554619219 - Property 2879900210	Description mesure unit					TableExtension NewFieldQualityMeasure - Field Description mesure unit - Property Caption	New translation.		
TableExtension 2965970453 - Field 3375502678 - Property 2879900210	Quality Measure Group					TableExtension NewFieldQualityMeasure - Field Quality Measure Group - Property Caption	New translation.		
TableExtension 813848939 - Field 1608463932 - Property 2879900210	Composition Quality Code					TableExtension NewFieldSalesHeader - Field Composition Quality Code - Property Caption	New translation.		
TableExtension 1376792101 - Field 1608463932 - Property 2879900210	Composition Quality Code					TableExtension NewFieldSalesLines - Field Composition Quality Code - Property Caption	New translation.		
TableExtension 1376792101 - Field 1527594213 - Property 2879900210	Vendor No.					TableExtension NewFieldSalesLines - Field Vendor No. - Property Caption	New translation.		
TableExtension 3637472826 - Field 1313362814 - Property 2879900210	Incident Nos.					TableExtension NewFieldSalesReceivablesSetup - Field Incident Nos. - Property Caption	New translation.		
TableExtension 4255529250 - Field 1608463932 - Property 2879900210	Composition Quality Code					TableExtension NewFieldSalesShipment - Field Composition Quality Code - Property Caption	New translation.		
TableExtension 3114142837 - Field 2070365044 - Property 2879900210	Departament Code					TableExtension NewFieldSegmentLine - Field Departament Code - Property Caption	New translation.		
TableExtension 3114142837 - Field 1007358516 - Property 2879900210	Description Incident					TableExtension NewFieldSegmentLine - Field Description Incident - Property Caption	New translation.		
TableExtension 3114142837 - Field 3337557211 - Property 2879900210	Nº Interaccion					TableExtension NewFieldSegmentLine - Field Incident No. - Property Caption	New translation.		
TableExtension 3114142837 - Field 4286075827 - Property 2879900210	Proposed solution					TableExtension NewFieldSegmentLine - Field Proposed solution - Property Caption	New translation.		
TableExtension 3114142837 - Field 3081911211 - Property 2879900210	Responsible Code					TableExtension NewFieldSegmentLine - Field Responsible Code - Property Caption	New translation.		
TableExtension 3114142837 - Field 2107171397 - Property 2879900210	Responsible Name					TableExtension NewFieldSegmentLine - Field Responsible Name - Property Caption	New translation.		
TableExtension 3114142837 - Field 513339096 - Property 2879900210	Status					TableExtension NewFieldSegmentLine - Field Status - Property Caption	New translation.		
TableExtension 3114142837 - Field 513339096 - Property 62802879	Open,Resolved,Unresolved,Cancelled					TableExtension NewFieldSegmentLine - Field Status - Property OptionCaption	New translation.		
Enum 4251398947 - EnumValue 4259830144 - Property 2879900210	Open					Enum CompositionQualityStatus - EnumValue Open - Property Caption	New translation.		
Enum 4251398947 - EnumValue 1487485508 - Property 2879900210	Pending Approval					Enum CompositionQualityStatus - EnumValue Pending Approval - Property Caption	New translation.		
Enum 4251398947 - EnumValue 4020758431 - Property 2879900210	Released					Enum CompositionQualityStatus - EnumValue Released - Property Caption	New translation.		
Enum 1251542347 - EnumValue 346708723 - Property 2879900210	Accepted					Enum Quality Status - EnumValue Accepted - Property Caption	New translation.		
Enum 1251542347 - EnumValue 1923900382 - Property 2879900210	Inside the range					Enum Quality Status - EnumValue Inside the range - Property Caption	New translation.		
Enum 1251542347 - EnumValue 3017111788 - Property 2879900210	Out of range					Enum Quality Status - EnumValue Out of range - Property Caption	New translation.		
